fid1,iid1,fid2,iid2,m,ibd0,ibd1,ibd2
AMAN031000,AMAN031000,SEBI1529,SEBI1529,20,1,0,0
AMAN031000,AMAN031000,SEBI1530,SEBI1530,20,1,0,0
AMAN031000,AMAN031000,SEBI1531,SEBI1531,20,1,0,0
AMAN031000,AMAN031000,SEBI1532,SEBI1532,6.21089678249862,0.973,0.027,0
AMAN031000,AMAN031000,SEBI1533,SEBI1533,3.08926733809709,0.765,0.235,0
AMAN031000,AMAN031000,SEBI1534,SEBI1534,2.71311885221184,0.695,0.305,0
AMAN031000,AMAN031000,SEBI1535,SEBI1535,20,1,0,0
AMAN031000,AMAN031000,SEBI1536,SEBI1536,2.86249647625006,0.725,0.275,0
AMAN031000,AMAN031000,SEBI1537,SEBI1537,4.38082178394093,0.904,0.096,0
AMAN031000,AMAN031000,SEBI1538,SEBI1538,2.41888982477445,0.626,0.374,0
AMAN031000,AMAN031000,SEBI1539,SEBI1539,4.38082178394093,0.904,0.096,0
AMAN031000,AMAN031000,SEBI1540,SEBI1540,20,1,0,0
AMAN031000,AMAN031000,SEBI1541,SEBI1541,20,1,0,0
AMAN031000,AMAN031000,SEBI1542,SEBI1542,20,1,0,0
AMAN031000,AMAN031000,SEBI1543,SEBI1543,2.71311885221184,0.695,0.305,0
AMAN031000,AMAN031000,SEBI1544,SEBI1544,2.71311885221184,0.695,0.305,0
AMAN031000,AMAN031000,SEBI1545,SEBI1545,4.38082178394093,0.904,0.096,0
AMAN031000,AMAN031000,SEBI1546,SEBI1546,20,1,0,0
AMAN031000,AMAN031000,SEBI1547,SEBI1547,20,1,0,0
AMAN031000,AMAN031000,SEBI1548,SEBI1548,20,1,0,0
AMAN031000,AMAN031000,SEBI1549,SEBI1549,20,1,0,0
AMAN031000,AMAN031000,SEBI1550,SEBI1550,2.71311885221184,0.695,0.305,0
AMAN031000,AMAN031000,SEBI1551,SEBI1551,20,1,0,0
AMAN031000,AMAN031000,SEBI1552,SEBI1552,2.71311885221184,0.695,0.305,0
AMAN031000,AMAN031000,SEBI1553,SEBI1553,3.08926733809709,0.765,0.235,0
AMAN031000,AMAN031000,SEBI1554,SEBI1554,3.59074485331516,0.834,0.166,0
AMAN031000,AMAN031000,SEBI1555,SEBI1555,20,1,0,0
AMAN031000,AMAN031000,SEBI1556,SEBI1556,1.77843221146159,0.417,0.583,0
AMAN031000,AMAN031000,SEBI1557,SEBI1557,20,1,0,0
AMAN031000,AMAN031000,SEBI1558,SEBI1558,2.71311885221184,0.695,0.305,0
AMAN031000,AMAN031000,SEBI1559,SEBI1559,2.71311885221184,0.695,0.305,0
AMAN031000,AMAN031000,SEBI1560,SEBI1560,20,1,0,0
AMAN031000,AMAN031000,SEBI1561,SEBI1561,20,1,0,0
AMAN031000,AMAN031000,SEBI1562,SEBI1562,2.83135796444116,0.719,0.281,0
AMAN031000,AMAN031000,SEBI1564,SEBI1564,20,1,0,0
AMAN031000,AMAN031000,SEBI1565,SEBI1565,6.21089678249862,0.973,0.027,0
AMAN031000,AMAN031000,SEBI1566,SEBI1566,2.17136841831198,0.556,0.444,0
AMAN031000,AMAN031000,SEBI1567,SEBI1567,2.7809089417538,0.709,0.291,0
AMAN031000,AMAN031000,SEBI1568,SEBI1568,4.38082178394093,0.904,0.096,0
AMAN031000,AMAN031000,SEBI1569,SEBI1569,20,1,0,0
AMAN031000,AMAN031000,SEBI1570,SEBI1570,20,1,0,0
AMAN031000,AMAN031000,SEBI1571,SEBI1571,2.51045706435753,0.649,0.351,0
AMAN031000,AMAN031000,SEBI1572,SEBI1572,20,1,0,0
AMAN031000,AMAN031000,SEBI1573,SEBI1573,2.71311885221184,0.695,0.305,0
AMAN031000,AMAN031000,SEBI1574,SEBI1574,2.17136841831198,0.556,0.444,0
AMAN031000,AMAN031000,SEBI1575,SEBI1575,20,1,0,0
AMAN031000,AMAN031000,SEBI1576,SEBI1576,20,1,0,0
AMAN031000,AMAN031000,SEBI1577,SEBI1577,6.21089678249862,0.973,0.027,0
AMAN031000,AMAN031000,SEBI1578,SEBI1578,20,1,0,0
AMAN031000,AMAN031000,SEBI1579,SEBI1579,2.71311885221184,0.695,0.305,0
AMAN031000,AMAN031000,SEBI1580,SEBI1580,2.71311885221184,0.695,0.305,0
AMAN031000,AMAN031000,SEBI1581,SEBI1581,20,1,0,0
AMAN031000,AMAN031000,SEBI1582,SEBI1582,20,1,0,0
AMAN031000,AMAN031000,SEBI1583,SEBI1583,3.08926733809709,0.765,0.235,0
AMAN031000,AMAN031000,SEBI1584,SEBI1584,2.17136841831198,0.556,0.444,0
AMAN031000,AMAN031000,SEBI1585,SEBI1585,4.38082178394093,0.904,0.096,0
AMAN031000,AMAN031000,SEBI1586,SEBI1586,20,1,0,0
AMAN031000,AMAN031000,SEBI1587,SEBI1587,6.21089678249862,0.973,0.027,0
AMAN031000,AMAN031000,SEBI1588,SEBI1588,2.17136841831198,0.556,0.444,0
AMAN031000,AMAN031000,SEBI1589,SEBI1589,4.38082178394093,0.904,0.096,0
AMAN031000,AMAN031000,SEBI1590,SEBI1590,20,1,0,0
AMAN031000,AMAN031000,SEBI1591,SEBI1591,2.41888982477445,0.626,0.374,0
AMAN031000,AMAN031000,SEBI1592,SEBI1592,6.21089678249862,0.973,0.027,0
AMAN031000,AMAN031000,SILR5500,SILR5500,20,1,0,0
AMAN031000,AMAN031000,SILR5501,SILR5501,20,1,0,0
AMAN031000,AMAN031000,SILR5502,SILR5502,20,1,0,0
AMAN031000,AMAN031000,SILR5503,SILR5503,20,1,0,0
AMAN031000,AMAN031000,SILR5504,SILR5504,5.13289427049735,0.943,0.057,0
AMAN031000,AMAN031000,SILR5505,SILR5505,6.21089678249862,0.973,0.027,0
AMAN031000,AMAN031000,SILR5506,SILR5506,3.9105018491609,0.867,0.133,0
AMAN031000,AMAN031000,SILR5507,SILR5507,2.08008791132269,0.527,0.473,0
AMAN031000,AMAN031000,SILR5508,SILR5508,3.86775220170156,0.863,0.137,0
AMAN031000,AMAN031000,SILR5510,SILR5510,20,1,0,0
AMAN031000,AMAN031000,SILR5511,SILR5511,3.74661576419993,0.851,0.149,0
AMAN031000,AMAN031000,SILR5513,SILR5513,20,1,0,0
AMAN031000,AMAN031000,SILR5514,SILR5514,3.59074485331516,0.834,0.166,0
AMAN031000,AMAN031000,SILR5515,SILR5515,2.10159814000781,0.534,0.466,0
AMAN031000,AMAN031000,SILR5516,SILR5516,20,1,0,0
AMAN031000,AMAN031000,SILR5517,SILR5517,4.38082178394093,0.904,0.096,0
AMAN031000,AMAN031000,SILR5518,SILR5518,20,1,0,0
AMAN031000,AMAN031000,SILR5519,SILR5519,2.25153876699596,0.58,0.42,0
AMAN031000,AMAN031000,SILR5520,SILR5520,3.59074485331516,0.834,0.166,0
AMAN031000,AMAN031000,SILR5521,SILR5521,3.59074485331516,0.834,0.166,0
AMAN031000,AMAN031000,SNDI071887,SNDI071887,20,1,0,0
AMAN031000,AMAN031000,SNDI071888,SNDI071888,6.21089678249862,0.973,0.027,0
AMAN031000,AMAN031000,SNDI071889,SNDI071889,20,1,0,0
AMAN031000,AMAN031000,SNDI071891,SNDI071891,20,1,0,0
AMAN031000,AMAN031000,SNDI071892,SNDI071892,20,1,0,0
AMAN031000,AMAN031000,SNDI071893,SNDI071893,3.59074485331516,0.834,0.166,0
AMAN031000,AMAN031000,SNDI071894,SNDI071894,1.77843221146159,0.417,0.583,0
AMAN031000,AMAN031000,SNDI071895,SNDI071895,20,1,0,0
AMAN031000,AMAN031000,SNDI071896,SNDI071896,2.71311885221184,0.695,0.305,0
AMAN031000,AMAN031000,SNDI071897,SNDI071897,20,1,0,0
AMAN031000,AMAN031000,SNDI071898,SNDI071898,20,1,0,0
AMAN031000,AMAN031000,SNDI071899,SNDI071899,20,1,0,0
AMAN031000,AMAN031000,SNDI071900,SNDI071900,20,1,0,0
AMAN031000,AMAN031000,SNDI071901,SNDI071901,3.59074485331516,0.834,0.166,0
AMAN031000,AMAN031000,SNDI071902,SNDI071902,20,1,0,0
AMAN031000,AMAN031000,SNDI071903,SNDI071903,2.17136841831198,0.556,0.444,0
AMAN031000,AMAN031000,SNDI071904,SNDI071904,4.12029423371771,0.885,0.115,0
AMAN031000,AMAN031000,SNDI071905,SNDI071905,20,1,0,0
AMAN031000,AMAN031000,SNDI071906,SNDI071906,4.38082178394093,0.904,0.096,0
AMAN031000,AMAN031000,SNDI071907,SNDI071907,5.13289427049735,0.943,0.057,0
AMAN031000,AMAN031000,SNDI071908,SNDI071908,20,1,0,0
AMAN031000,AMAN031000,SNDI071909,SNDI071909,2.41888982477445,0.626,0.374,0
AMAN031000,AMAN031000,SNDI071910,SNDI071910,20,1,0,0
AMAN031000,AMAN031000,TGSH4238,TGSH4238,20,1,0,0
AMAN031000,AMAN031000,TGSH4239,TGSH4239,20,1,0,0
AMAN031000,AMAN031000,TGSH4240,TGSH4240,1.84684321193858,0.444,0.556,0
AMAN031000,AMAN031000,TGSH4241,TGSH4241,4.12029423371771,0.885,0.115,0
AMAN031000,AMAN031000,TGSH4242,TGSH4242,2.41888982477445,0.626,0.374,0
AMAN031000,AMAN031000,TGSH4243,TGSH4243,3.08926733809709,0.765,0.235,0
AMAN031000,AMAN031000,TGSH4244,TGSH4244,2.41888982477445,0.626,0.374,0
AMAN031000,AMAN031000,TGSH4245,TGSH4245,3.08926733809709,0.765,0.235,0
AMAN031000,AMAN031000,TGSH4246,TGSH4246,2.8008773579864,0.713,0.287,0
AMAN031000,AMAN031000,TGSH4247,TGSH4247,2.17136841831198,0.556,0.444,0
AMAN031000,AMAN031000,TGSH4248,TGSH4248,1.31293931166011,0.195,0.805,0
AMAN031000,AMAN031000,TGSH4249,TGSH4249,2.71311885221184,0.695,0.305,0
AMAN031000,AMAN031000,TGSH4250,TGSH4250,1.96296926905503,0.487,0.513,0
AMAN031000,AMAN031000,TGSH4251,TGSH4251,1.96296926905503,0.487,0.513,0
AMAN031000,AMAN031000,TGSH4252,TGSH4252,20,1,0,0
AMAN031000,AMAN031000,TGSH4253,TGSH4253,2.17136841831198,0.556,0.444,0
AMAN031000,AMAN031000,TGSH4254,TGSH4254,4.1456053222469,0.887,0.113,0
AMAN031000,AMAN031000,TGSH4255,TGSH4255,2.71311885221184,0.695,0.305,0
AMAN031000,AMAN031000,TGSH4256,TGSH4256,3.59074485331516,0.834,0.166,0
AMAN031000,AMAN031000,TGSH4257,TGSH4257,20,1,0,0
AMAN031000,AMAN031000,TGSH4258,TGSH4258,1.77843221146159,0.417,0.583,0
AMAN031000,AMAN031000,TGYE3689,TGYE3689,6.21089678249862,0.973,0.027,0
AMAN031000,AMAN031000,TGYE3690,TGYE3690,20,1,0,0
AMAN031000,AMAN031000,TGYE3691,TGYE3691,3.08926733809709,0.765,0.235,0
AMAN031000,AMAN031000,TGYE3692,TGYE3692,1.86249647625007,0.45,0.55,0
AMAN031000,AMAN031000,TGYE3693,TGYE3693,20,1,0,0
AMAN031000,AMAN031000,TGYE3694,TGYE3694,6.21089678249862,0.973,0.027,0
AMAN031000,AMAN031000,TGYE3695,TGYE3695,6.21089678249862,0.973,0.027,0
AMAN031000,AMAN031000,TGYE3696,TGYE3696,20,1,0,0
AMAN031000,AMAN031000,TGYE3697,TGYE3697,4.38082178394093,0.904,0.096,0
AMAN031000,AMAN031000,TGYE3698,TGYE3698,6.21089678249862,0.973,0.027,0
AMAN031000,AMAN031000,TGYE3699,TGYE3699,20,1,0,0
AMAN031000,AMAN031000,TGYE3700,TGYE3700,2.71311885221184,0.695,0.305,0
AMAN031000,AMAN031000,TGYE3701,TGYE3701,6.21089678249862,0.973,0.027,0
AMAN031000,AMAN031000,TGYE3702,TGYE3702,20,1,0,0
AMAN031000,AMAN031000,TGYE3703,TGYE3703,2.12029423371771,0.54,0.46,0
AMAN031000,AMAN031000,TGYE3704,TGYE3704,2.41888982477445,0.626,0.374,0
AMAN031000,AMAN031000,TGYE3705,TGYE3705,20,1,0,0
AMAN031000,AMAN031000,TGYE3706,TGYE3706,20,1,0,0
AMAN031000,AMAN031000,TGYE3707,TGYE3707,20,1,0,0
AMAN031000,AMAN031000,TGYE3708,TGYE3708,2.17136841831198,0.556,0.444,0
AMAN031000,AMAN031000,TGYE3709,TGYE3709,4.38082178394093,0.904,0.096,0
AMAN031000,AMAN031000,TGYE3710,TGYE3710,20,1,0,0
AMAN031000,AMAN031000,AMAN030929,AMAN030929,3.08926733809709,0.765,0.235,0
AMAN031000,AMAN031000,AMAN030931,AMAN030931,1.7345631039509,0.399,0.601,0
AMAN031000,AMAN031000,AMAN030932,AMAN030932,20,1,0,0
AMAN031000,AMAN031000,AMAN030933,AMAN030933,1.46992925777492,0.278,0.722,0
AMAN031000,AMAN031000,AMAN030934,AMAN030934,2.17136841831198,0.556,0.444,0
AMAN031000,AMAN031000,AMAN030935,AMAN030935,1.60384051092685,0.342,0.658,0
AMAN031000,AMAN031000,AMAN030936,AMAN030936,20,1,0,0
AMAN031000,AMAN031000,AMAN030937,AMAN030937,20,1,0,0
AMAN031000,AMAN031000,AMAN030938,AMAN030938,2.41888982477445,0.626,0.374,0
AMAN031000,AMAN031000,AMAN030939,AMAN030939,2.25153876699596,0.58,0.42,0
AMAN031000,AMAN031000,AMAN030940,AMAN030940,3.30757280191029,0.798,0.202,0
AMAN031000,AMAN031000,AMAN030941,AMAN030941,3.30757280191029,0.798,0.202,0
AMAN031000,AMAN031000,AMAN030942,AMAN030942,3.53951952995999,0.828,0.172,0
AMAN031000,AMAN031000,AMAN030943,AMAN030943,5.68038206579984,0.961,0.039,0
AMAN031000,AMAN031000,AMAN030944,AMAN030944,4.38082178394093,0.904,0.096,0
AMAN031000,AMAN031000,AMAN030945,AMAN030945,3.08926733809709,0.765,0.235,0
AMAN031000,AMAN031000,AMAN030946,AMAN030946,3.59074485331516,0.834,0.166,0
AMAN031000,AMAN031000,AMAN030947,AMAN030947,20,1,0,0
AMAN031000,AMAN031000,AMAN030948,AMAN030948,4.38082178394093,0.904,0.096,0
AMAN031000,AMAN031000,AMAN030949,AMAN030949,4.38082178394093,0.904,0.096,0
AMAN031000,AMAN031000,AMAN030950,AMAN030950,6.21089678249862,0.973,0.027,0
AMAN031000,AMAN031000,AMAN030951,AMAN030951,4.38082178394093,0.904,0.096,0
AMAN031000,AMAN031000,AMAN030952,AMAN030952,4.38082178394093,0.904,0.096,0
AMAN031000,AMAN031000,AMAN030953,AMAN030953,2.71311885221184,0.695,0.305,0
AMAN031000,AMAN031000,AMAN030956,AMAN030956,20,1,0,0
AMAN031000,AMAN031000,AMAN030957,AMAN030957,20,1,0,0
AMAN031000,AMAN031000,AMAN030958,AMAN030958,20,1,0,0
AMAN031000,AMAN031000,AMAN030960,AMAN030960,1.30935942138431,0.193,0.807,0
AMAN031000,AMAN031000,AMAN030961,AMAN030961,20,1,0,0
AMAN031000,AMAN031000,AMAN030964,AMAN030964,2.89969509420431,0.732,0.268,0
AMAN031000,AMAN031000,AMAN030966,AMAN030966,3.08926733809709,0.765,0.235,0
AMAN031000,AMAN031000,AMAN030967,AMAN030967,2.50635266602479,0.648,0.352,0
AMAN031000,AMAN031000,AMAN030968,AMAN030968,2.89969509420431,0.732,0.268,0
AMAN031000,AMAN031000,AMAN030969,AMAN030969,2.17136841831198,0.556,0.444,0
AMAN031000,AMAN031000,AMAN030970,AMAN030970,2.59946207041627,0.67,0.33,0
AMAN031000,AMAN031000,AMAN030971,AMAN030971,2.52699243208383,0.653,0.347,0
AMAN031000,AMAN031000,AMAN030972,AMAN030972,2.31114825613412,0.597,0.403,0
AMAN031000,AMAN031000,AMAN030973,AMAN030973,3.59074485331516,0.834,0.166,0
AMAN031000,AMAN031000,AMAN030974,AMAN030974,2.22431729826094,0.572,0.428,0
AMAN031000,AMAN031000,AMAN030975,AMAN030975,2.71311885221184,0.695,0.305,0
AMAN031000,AMAN031000,AMAN030976,AMAN030976,2.17136841831198,0.556,0.444,0
AMAN031000,AMAN031000,AMAN030977,AMAN030977,1.61705613043101,0.348,0.652,0
AMAN031000,AMAN031000,AMAN030978,AMAN030978,2.39213709716876,0.619,0.381,0
AMAN031000,AMAN031000,AMAN030979,AMAN030979,2.9105018491609,0.734,0.266,0
AMAN031000,AMAN031000,AMAN030980,AMAN030980,3.59074485331516,0.834,0.166,0
AMAN031000,AMAN031000,AMAN030981,AMAN030981,2.57346686188333,0.664,0.336,0
AMAN031000,AMAN031000,AMAN030983,AMAN030983,1.77843221146159,0.417,0.583,0
AMAN031000,AMAN031000,AMAN030984,AMAN030984,2.41888982477445,0.626,0.374,0
AMAN031000,AMAN031000,AMAN030985,AMAN030985,1.61705613043101,0.348,0.652,0
AMAN031000,AMAN031000,AMAN030986,AMAN030986,2.41888982477445,0.626,0.374,0
AMAN031000,AMAN031000,AMAN030987,AMAN030987,2.41888982477445,0.626,0.374,0
AMAN031000,AMAN031000,AMAN030988,AMAN030988,2.41888982477445,0.626,0.374,0
AMAN031000,AMAN031000,AMAN030989,AMAN030989,2.41888982477445,0.626,0.374,0
AMAN031000,AMAN031000,AMAN030990,AMAN030990,2.41888982477445,0.626,0.374,0
AMAN031000,AMAN031000,AMAN030991,AMAN030991,2.41888982477445,0.626,0.374,0
AMAN031000,AMAN031000,AMAN030992,AMAN030992,2.41888982477445,0.626,0.374,0
AMAN031000,AMAN031000,AMAN030993,AMAN030993,2.41888982477445,0.626,0.374,0
AMAN031000,AMAN031000,AMAN030994,AMAN030994,1,0,1,0
AMAN031000,AMAN031000,AMAN030995,AMAN030995,1,0,1,0
AMAN031000,AMAN031000,AMAN030996,AMAN030996,1,0,1,0
AMAN031000,AMAN031000,AMAN030997,AMAN030997,1,0,1,0
AMAN031000,AMAN031000,AMAN030998,AMAN030998,2.41888982477445,0.626,0.374,0
AMAN031000,AMAN031000,AMAN030999,AMAN030999,1,0,1,0
AMAN031000,AMAN031000,DILE6071,DILE6071,4.38082178394093,0.904,0.096,0
AMAN031000,AMAN031000,DILE6072,DILE6072,4.38082178394093,0.904,0.096,0
AMAN031000,AMAN031000,DILE6074,DILE6074,2.17136841831198,0.556,0.444,0
AMAN031000,AMAN031000,DILE6076,DILE6076,6.21089678249862,0.973,0.027,0
AMAN031000,AMAN031000,DILE6078,DILE6078,20,1,0,0
AMAN031000,AMAN031000,DILE6079,DILE6079,4.0350469470992,0.878,0.122,0
AMAN031000,AMAN031000,DILE6081,DILE6081,20,1,0,0
AMAN031000,AMAN031000,DILE6082,DILE6082,20,1,0,0
AMAN031000,AMAN031000,DILE6083,DILE6083,20,1,0,0
AMAN031000,AMAN031000,DILE6084,DILE6084,20,1,0,0
AMAN031000,AMAN031000,DILE6085,DILE6085,2.41888982477445,0.626,0.374,0
AMAN031000,AMAN031000,DILE6086,DILE6086,3.59074485331516,0.834,0.166,0
AMAN031000,AMAN031000,DILE6087,DILE6087,2.71311885221184,0.695,0.305,0
AMAN031000,AMAN031000,DILE6090,DILE6090,1.82367722735954,0.435,0.565,0
AMAN031000,AMAN031000,DILE6091,DILE6091,4.38082178394093,0.904,0.096,0
AMAN031000,AMAN031000,DILE6092,DILE6092,2.41888982477445,0.626,0.374,0
AMAN031000,AMAN031000,DILE6093,DILE6093,3.08926733809709,0.765,0.235,0
AMAN031000,AMAN031000,DILE6094,DILE6094,20,1,0,0
AMAN031000,AMAN031000,DILE6095,DILE6095,3.59074485331516,0.834,0.166,0
AMAN031000,AMAN031000,DILE6097,DILE6097,20,1,0,0
AMAN031000,AMAN031000,DILE6098,DILE6098,2.17136841831198,0.556,0.444,0
AMAN031000,AMAN031000,DILE6099,DILE6099,3.59074485331516,0.834,0.166,0
AMAN031001,AMAN031001,AMAN031002,AMAN031002,1,0,1,0
AMAN031001,AMAN031001,AMAN031003,AMAN031003,1,0,1,0
AMAN031001,AMAN031001,AMAN031004,AMAN031004,3.08926733809709,0.765,0.235,0
AMAN031001,AMAN031001,AMAN031005,AMAN031005,3.08926733809709,0.765,0.235,0
AMAN031001,AMAN031001,AMAN031007,AMAN031007,3.08926733809709,0.765,0.235,0
AMAN031001,AMAN031001,AMAN031008,AMAN031008,3.08926733809709,0.765,0.235,0
AMAN031001,AMAN031001,AMAN031009,AMAN031009,3.08926733809709,0.765,0.235,0
AMAN031001,AMAN031001,AMAN031010,AMAN031010,3.08926733809709,0.765,0.235,0
AMAN031001,AMAN031001,AMAN031011,AMAN031011,3.08926733809709,0.765,0.235,0
AMAN031001,AMAN031001,AMAN031012,AMAN031012,2.94341647163363,0.74,0.26,0
AMAN031001,AMAN031001,AMAN031013,AMAN031013,3.08926733809709,0.765,0.235,0
AMAN031001,AMAN031001,AMAN031014,AMAN031014,3.08926733809709,0.765,0.235,0
AMAN031001,AMAN031001,AMAN031015,AMAN031015,3.08926733809709,0.765,0.235,0
AMAN031001,AMAN031001,AMAN031016,AMAN031016,3.08926733809709,0.765,0.235,0
AMAN031001,AMAN031001,AMAN031017,AMAN031017,20,1,0,0
AMAN031001,AMAN031001,AMAN031018,AMAN031018,20,1,0,0
AMAN031001,AMAN031001,AMAN031019,AMAN031019,2.71311885221184,0.695,0.305,0
AMAN031001,AMAN031001,AMAN031020,AMAN031020,3.08926733809709,0.765,0.235,0
AMAN031001,AMAN031001,AMHA1702,AMHA1702,2.94341647163363,0.74,0.26,0
AMAN031001,AMAN031001,AMHA1703,AMHA1703,20,1,0,0
AMAN031001,AMAN031001,AMHA1704,AMHA1704,4,0.875,0.125,0
AMAN031001,AMAN031001,AMHA1706,AMHA1706,20,1,0,0
AMAN031001,AMAN031001,AMHA1707,AMHA1707,20,1,0,0
AMAN031001,AMAN031001,AMHA1708,AMHA1708,3.08926733809709,0.765,0.235,0
AMAN031001,AMAN031001,AMHA485,AMHA485,3.59074485331516,0.834,0.166,0
AMAN031001,AMAN031001,AMHA4853,AMHA4853,20,1,0,0
AMAN031001,AMAN031001,AMHA4854,AMHA4854,20,1,0,0
AMAN031001,AMAN031001,AMHA4855,AMHA4855,7.50635266602479,0.989,0.011,0
AMAN031001,AMAN031001,AMHA4856,AMHA4856,3.23786383009889,0.788,0.212,0
AMAN031001,AMAN031001,AMHA4857,AMHA4857,2.17136841831198,0.556,0.444,0
AMAN031001,AMAN031001,AMJI031333,AMJI031333,3.30757280191029,0.798,0.202,0
AMAN031001,AMAN031001,AMJI031334,AMJI031334,20,1,0,0
AMAN031001,AMAN031001,AMJI031335,AMJI031335,20,1,0,0
AMAN031001,AMAN031001,AMJI031336,AMJI031336,4.38082178394093,0.904,0.096,0
AMAN031001,AMAN031001,AMJI031337,AMJI031337,6.21089678249862,0.973,0.027,0
AMAN031001,AMAN031001,AMJI031338,AMJI031338,3.59074485331516,0.834,0.166,0
AMAN031001,AMAN031001,AMJI031339,AMJI031339,1.77843221146159,0.417,0.583,0
AMAN031001,AMAN031001,AMJI031340,AMJI031340,20,1,0,0
AMAN031001,AMAN031001,AMJI031341,AMJI031341,2.71311885221184,0.695,0.305,0
AMAN031001,AMAN031001,AMJI031342,AMJI031342,2.17136841831198,0.556,0.444,0
AMAN031001,AMAN031001,AMJI031343,AMJI031343,20,1,0,0
AMAN031001,AMAN031001,AMJI031344,AMJI031344,4.38082178394093,0.904,0.096,0
AMAN031001,AMAN031001,AMWO031583,AMWO031583,8.96578428466209,0.996,0.004,0
AMAN031001,AMAN031001,AMWO031584,AMWO031584,20,1,0,0
AMAN031001,AMAN031001,AMWO031585,AMWO031585,3.59074485331516,0.834,0.166,0
AMAN031001,AMAN031001,AMWO031586,AMWO031586,3.59074485331516,0.834,0.166,0
AMAN031001,AMAN031001,AMWO031587,AMWO031587,3.59074485331516,0.834,0.166,0
AMAN031001,AMAN031001,DILE6100,DILE6100,2.59509687785487,0.669,0.331,0
AMAN031001,AMAN031001,GAAB2301,GAAB2301,20,1,0,0
AMAN031001,AMAN031001,GAAB2302,GAAB2302,20,1,0,0
AMAN031001,AMAN031001,GAAB2303,GAAB2303,20,1,0,0
AMAN031001,AMAN031001,GAAB2304,GAAB2304,20,1,0,0
AMAN031001,AMAN031001,GAAB2305,GAAB2305,20,1,0,0
AMAN031001,AMAN031001,GAAB2306,GAAB2306,20,1,0,0
AMAN031001,AMAN031001,GAAB2307,GAAB2307,20,1,0,0
AMAN031001,AMAN031001,GAAB2308,GAAB2308,20,1,0,0
AMAN031001,AMAN031001,GAAB2309,GAAB2309,20,1,0,0
AMAN031001,AMAN031001,GAAB2310,GAAB2310,3.16488438474178,0.777,0.223,0
AMAN031001,AMAN031001,GAAB2311,GAAB2311,20,1,0,0
AMAN031001,AMAN031001,GAAB2312,GAAB2312,20,1,0,0
AMAN031001,AMAN031001,SEBI1501,SEBI1501,20,1,0,0
AMAN031001,AMAN031001,SEBI1502,SEBI1502,20,1,0,0
AMAN031001,AMAN031001,SEBI1503,SEBI1503,20,1,0,0
AMAN031001,AMAN031001,SEBI1504,SEBI1504,4.38082178394093,0.904,0.096,0
AMAN031001,AMAN031001,SEBI1506,SEBI1506,20,1,0,0
AMAN031001,AMAN031001,SEBI1507,SEBI1507,20,1,0,0
AMAN031001,AMAN031001,SEBI1508,SEBI1508,3.94341647163363,0.87,0.13,0
AMAN031001,AMAN031001,SEBI1509,SEBI1509,20,1,0,0
AMAN031001,AMAN031001,SEBI1510,SEBI1510,20,1,0,0
AMAN031001,AMAN031001,SEBI1511,SEBI1511,3.59074485331516,0.834,0.166,0
AMAN031001,AMAN031001,SEBI1512,SEBI1512,20,1,0,0
AMAN031001,AMAN031001,SEBI1513,SEBI1513,20,1,0,0
AMAN031001,AMAN031001,SEBI1514,SEBI1514,3.59074485331516,0.834,0.166,0
AMAN031001,AMAN031001,SEBI1515,SEBI1515,20,1,0,0
AMAN031001,AMAN031001,SEBI1516,SEBI1516,20,1,0,0
AMAN031001,AMAN031001,SEBI1518,SEBI1518,20,1,0,0
AMAN031001,AMAN031001,SEBI1520,SEBI1520,4.38082178394093,0.904,0.096,0
AMAN031001,AMAN031001,SEBI1521,SEBI1521,20,1,0,0
AMAN031001,AMAN031001,SEBI1522,SEBI1522,2.43050890804128,0.629,0.371,0
AMAN031001,AMAN031001,SEBI1523,SEBI1523,6.21089678249862,0.973,0.027,0
AMAN031001,AMAN031001,SEBI1524,SEBI1524,20,1,0,0
AMAN031001,AMAN031001,SEBI1525,SEBI1525,20,1,0,0
AMAN031001,AMAN031001,SEBI1526,SEBI1526,6.21089678249862,0.973,0.027,0
AMAN031001,AMAN031001,SEBI1527,SEBI1527,3.59074485331516,0.834,0.166,0
AMAN031001,AMAN031001,SEBI1528,SEBI1528,20,1,0,0
AMAN031001,AMAN031001,SEBI1529,SEBI1529,20,1,0,0
AMAN031001,AMAN031001,SEBI1530,SEBI1530,20,1,0,0
AMAN031001,AMAN031001,SEBI1531,SEBI1531,20,1,0,0
AMAN031001,AMAN031001,SEBI1532,SEBI1532,20,1,0,0
AMAN031001,AMAN031001,SEBI1533,SEBI1533,6.21089678249862,0.973,0.027,0
AMAN031001,AMAN031001,SEBI1534,SEBI1534,20,1,0,0
AMAN031001,AMAN031001,SEBI1535,SEBI1535,20,1,0,0
AMAN031001,AMAN031001,SEBI1536,SEBI1536,5.13289427049735,0.943,0.057,0
AMAN031001,AMAN031001,SEBI1537,SEBI1537,20,1,0,0
AMAN031001,AMAN031001,SEBI1538,SEBI1538,3.59074485331516,0.834,0.166,0
AMAN031001,AMAN031001,SEBI1539,SEBI1539,6.21089678249862,0.973,0.027,0
AMAN031001,AMAN031001,SEBI1540,SEBI1540,20,1,0,0
AMAN031001,AMAN031001,SEBI1541,SEBI1541,20,1,0,0
AMAN031001,AMAN031001,SEBI1542,SEBI1542,20,1,0,0
AMAN031001,AMAN031001,SEBI1543,SEBI1543,2.41888982477445,0.626,0.374,0
