fid1,iid1,fid2,iid2,m,ibd0,ibd1,ibd2
SEBI1531,SEBI1531,SEBI1591,SEBI1591,20,1,0,0
SEBI1531,SEBI1531,SEBI1592,SEBI1592,20,1,0,0
SEBI1531,SEBI1531,SILR5500,SILR5500,2.97709959788992,0.746,0.254,0
SEBI1531,SEBI1531,SILR5501,SILR5501,2.97709959788992,0.746,0.254,0
SEBI1531,SEBI1531,SILR5502,SILR5502,3.08926733809709,0.765,0.235,0
SEBI1531,SEBI1531,SILR5503,SILR5503,2.97709959788992,0.746,0.254,0
SEBI1531,SEBI1531,SILR5504,SILR5504,20,1,0,0
SEBI1531,SEBI1531,SILR5505,SILR5505,2.71311885221184,0.695,0.305,0
SEBI1531,SEBI1531,SILR5506,SILR5506,2.15521264992094,0.551,0.449,0
SEBI1531,SEBI1531,SILR5507,SILR5507,20,1,0,0
SEBI1531,SEBI1531,SILR5508,SILR5508,20,1,0,0
SEBI1531,SEBI1531,SILR5510,SILR5510,3.08926733809709,0.765,0.235,0
SEBI1531,SEBI1531,SILR5511,SILR5511,20,1,0,0
SEBI1531,SEBI1531,SILR5513,SILR5513,2.41888982477445,0.626,0.374,0
SEBI1531,SEBI1531,SILR5514,SILR5514,2.17136841831198,0.556,0.444,0
SEBI1531,SEBI1531,SILR5515,SILR5515,20,1,0,0
SEBI1531,SEBI1531,SILR5516,SILR5516,2.94341647163363,0.74,0.26,0
SEBI1531,SEBI1531,SILR5517,SILR5517,20,1,0,0
SEBI1531,SEBI1531,SILR5518,SILR5518,3.08926733809709,0.765,0.235,0
SEBI1531,SEBI1531,SILR5519,SILR5519,20,1,0,0
SEBI1531,SEBI1531,SILR5520,SILR5520,2.17136841831198,0.556,0.444,0
SEBI1531,SEBI1531,SILR5521,SILR5521,2.17136841831198,0.556,0.444,0
SEBI1531,SEBI1531,SNDI071887,SNDI071887,2.17136841831198,0.556,0.444,0
SEBI1531,SEBI1531,SNDI071888,SNDI071888,3.59074485331516,0.834,0.166,0
SEBI1531,SEBI1531,SNDI071889,SNDI071889,20,1,0,0
SEBI1531,SEBI1531,SNDI071891,SNDI071891,20,1,0,0
SEBI1531,SEBI1531,SNDI071892,SNDI071892,20,1,0,0
SEBI1531,SEBI1531,SNDI071893,SNDI071893,6.21089678249862,0.973,0.027,0
SEBI1531,SEBI1531,SNDI071894,SNDI071894,20,1,0,0
SEBI1531,SEBI1531,SNDI071895,SNDI071895,20,1,0,0
SEBI1531,SEBI1531,SNDI071896,SNDI071896,6.21089678249862,0.973,0.027,0
SEBI1531,SEBI1531,SNDI071897,SNDI071897,3.08926733809709,0.765,0.235,0
SEBI1531,SEBI1531,SNDI071898,SNDI071898,3.94341647163363,0.87,0.13,0
SEBI1531,SEBI1531,SNDI071899,SNDI071899,20,1,0,0
SEBI1531,SEBI1531,SNDI071900,SNDI071900,2.83650126771712,0.72,0.28,0
SEBI1531,SEBI1531,SNDI071901,SNDI071901,20,1,0,0
SEBI1531,SEBI1531,SNDI071902,SNDI071902,3.08926733809709,0.765,0.235,0
SEBI1531,SEBI1531,SNDI071903,SNDI071903,3.59074485331516,0.834,0.166,0
SEBI1531,SEBI1531,SNDI071904,SNDI071904,20,1,0,0
SEBI1531,SEBI1531,SNDI071905,SNDI071905,3.59074485331516,0.834,0.166,0
SEBI1531,SEBI1531,SNDI071906,SNDI071906,2.41888982477445,0.626,0.374,0
SEBI1531,SEBI1531,SNDI071907,SNDI071907,20,1,0,0
SEBI1531,SEBI1531,SNDI071908,SNDI071908,1.99711749146688,0.499,0.501,0
SEBI1531,SEBI1531,SNDI071909,SNDI071909,4.38082178394093,0.904,0.096,0
SEBI1531,SEBI1531,SNDI071910,SNDI071910,2.17136841831198,0.556,0.444,0
SEBI1531,SEBI1531,TGSH4238,TGSH4238,20,1,0,0
SEBI1531,SEBI1531,TGSH4239,TGSH4239,2.86249647625006,0.725,0.275,0
SEBI1531,SEBI1531,TGSH4240,TGSH4240,4.1456053222469,0.887,0.113,0
SEBI1531,SEBI1531,TGSH4241,TGSH4241,20,1,0,0
SEBI1531,SEBI1531,TGSH4242,TGSH4242,20,1,0,0
SEBI1531,SEBI1531,TGSH4243,TGSH4243,20,1,0,0
SEBI1531,SEBI1531,TGSH4244,TGSH4244,20,1,0,0
SEBI1531,SEBI1531,TGSH4245,TGSH4245,20,1,0,0
SEBI1531,SEBI1531,TGSH4246,TGSH4246,20,1,0,0
SEBI1531,SEBI1531,TGSH4247,TGSH4247,6.21089678249862,0.973,0.027,0
SEBI1531,SEBI1531,TGSH4248,TGSH4248,4.02326977932285,0.877,0.123,0
SEBI1531,SEBI1531,TGSH4249,TGSH4249,20,1,0,0
SEBI1531,SEBI1531,TGSH4250,TGSH4250,20,1,0,0
SEBI1531,SEBI1531,TGSH4251,TGSH4251,20,1,0,0
SEBI1531,SEBI1531,TGSH4252,TGSH4252,20,1,0,0
SEBI1531,SEBI1531,TGSH4253,TGSH4253,3.59074485331516,0.834,0.166,0
SEBI1531,SEBI1531,TGSH4254,TGSH4254,1.50635266602479,0.296,0.704,0
SEBI1531,SEBI1531,TGSH4255,TGSH4255,6.21089678249862,0.973,0.027,0
SEBI1531,SEBI1531,TGSH4256,TGSH4256,1.77843221146159,0.417,0.583,0
SEBI1531,SEBI1531,TGSH4257,TGSH4257,3.59074485331516,0.834,0.166,0
SEBI1531,SEBI1531,TGSH4258,TGSH4258,6.21089678249862,0.973,0.027,0
SEBI1531,SEBI1531,TGYE3689,TGYE3689,1.46992925777492,0.278,0.722,0
SEBI1531,SEBI1531,TGYE3690,TGYE3690,20,1,0,0
SEBI1531,SEBI1531,TGYE3691,TGYE3691,20,1,0,0
SEBI1531,SEBI1531,TGYE3692,TGYE3692,20,1,0,0
SEBI1531,SEBI1531,TGYE3693,TGYE3693,2.71311885221184,0.695,0.305,0
SEBI1531,SEBI1531,TGYE3694,TGYE3694,2.71311885221184,0.695,0.305,0
SEBI1531,SEBI1531,TGYE3695,TGYE3695,2.17136841831198,0.556,0.444,0
SEBI1531,SEBI1531,TGYE3696,TGYE3696,3.08926733809709,0.765,0.235,0
SEBI1531,SEBI1531,TGYE3697,TGYE3697,1.96296926905503,0.487,0.513,0
SEBI1531,SEBI1531,TGYE3698,TGYE3698,1.77843221146159,0.417,0.583,0
SEBI1531,SEBI1531,TGYE3699,TGYE3699,3.08926733809709,0.765,0.235,0
SEBI1531,SEBI1531,TGYE3700,TGYE3700,6.21089678249862,0.973,0.027,0
SEBI1531,SEBI1531,TGYE3701,TGYE3701,20,1,0,0
SEBI1531,SEBI1531,TGYE3702,TGYE3702,2.71311885221184,0.695,0.305,0
SEBI1531,SEBI1531,TGYE3703,TGYE3703,20,1,0,0
SEBI1531,SEBI1531,TGYE3704,TGYE3704,3.08926733809709,0.765,0.235,0
SEBI1531,SEBI1531,TGYE3705,TGYE3705,20,1,0,0
SEBI1531,SEBI1531,TGYE3706,TGYE3706,20,1,0,0
SEBI1531,SEBI1531,TGYE3707,TGYE3707,4.38082178394093,0.904,0.096,0
SEBI1531,SEBI1531,TGYE3708,TGYE3708,3.59074485331516,0.834,0.166,0
SEBI1531,SEBI1531,TGYE3709,TGYE3709,1.96296926905503,0.487,0.513,0
SEBI1531,SEBI1531,TGYE3710,TGYE3710,20,1,0,0
SEBI1531,SEBI1531,AMAN030929,AMAN030929,20,1,0,0
SEBI1531,SEBI1531,AMAN030931,AMAN030931,20,1,0,0
SEBI1531,SEBI1531,AMAN030932,AMAN030932,3.59074485331516,0.834,0.166,0
SEBI1531,SEBI1531,AMAN030933,AMAN030933,20,1,0,0
SEBI1531,SEBI1531,AMAN030934,AMAN030934,2.71311885221184,0.695,0.305,0
SEBI1531,SEBI1531,AMAN030935,AMAN030935,3.31473259348316,0.799,0.201,0
SEBI1531,SEBI1531,AMAN030936,AMAN030936,3.59074485331516,0.834,0.166,0
SEBI1531,SEBI1531,AMAN030937,AMAN030937,2.17136841831198,0.556,0.444,0
SEBI1531,SEBI1531,AMAN030938,AMAN030938,4.38082178394093,0.904,0.096,0
SEBI1531,SEBI1531,AMAN030939,AMAN030939,3.94341647163363,0.87,0.13,0
SEBI1531,SEBI1531,AMAN030940,AMAN030940,20,1,0,0
SEBI1531,SEBI1531,AMAN030941,AMAN030941,20,1,0,0
SEBI1531,SEBI1531,AMAN030942,AMAN030942,20,1,0,0
SEBI1531,SEBI1531,AMAN030943,AMAN030943,2.58207999218804,0.666,0.334,0
SEBI1531,SEBI1531,AMAN030944,AMAN030944,3.08926733809709,0.765,0.235,0
SEBI1531,SEBI1531,AMAN030945,AMAN030945,20,1,0,0
SEBI1531,SEBI1531,AMAN030946,AMAN030946,3.59074485331516,0.834,0.166,0
SEBI1531,SEBI1531,AMAN030947,AMAN030947,1.96296926905503,0.487,0.513,0
SEBI1531,SEBI1531,AMAN030948,AMAN030948,20,1,0,0
SEBI1531,SEBI1531,AMAN030949,AMAN030949,20,1,0,0
SEBI1531,SEBI1531,AMAN030950,AMAN030950,3.59074485331516,0.834,0.166,0
SEBI1531,SEBI1531,AMAN030951,AMAN030951,20,1,0,0
SEBI1531,SEBI1531,AMAN030952,AMAN030952,20,1,0,0
SEBI1531,SEBI1531,AMAN030953,AMAN030953,3.59074485331516,0.834,0.166,0
SEBI1531,SEBI1531,AMAN030956,AMAN030956,20,1,0,0
SEBI1531,SEBI1531,AMAN030957,AMAN030957,20,1,0,0
SEBI1531,SEBI1531,AMAN030958,AMAN030958,20,1,0,0
SEBI1531,SEBI1531,AMAN030960,AMAN030960,20,1,0,0
SEBI1531,SEBI1531,AMAN030961,AMAN030961,20,1,0,0
SEBI1531,SEBI1531,AMAN030964,AMAN030964,20,1,0,0
SEBI1531,SEBI1531,AMAN030966,AMAN030966,20,1,0,0
SEBI1531,SEBI1531,AMAN030967,AMAN030967,20,1,0,0
SEBI1531,SEBI1531,AMAN030968,AMAN030968,20,1,0,0
SEBI1531,SEBI1531,AMAN030969,AMAN030969,20,1,0,0
SEBI1531,SEBI1531,AMAN030970,AMAN030970,20,1,0,0
SEBI1531,SEBI1531,AMAN030971,AMAN030971,20,1,0,0
SEBI1531,SEBI1531,AMAN030972,AMAN030972,20,1,0,0
SEBI1531,SEBI1531,AMAN030973,AMAN030973,20,1,0,0
SEBI1531,SEBI1531,AMAN030974,AMAN030974,20,1,0,0
SEBI1531,SEBI1531,AMAN030975,AMAN030975,20,1,0,0
SEBI1531,SEBI1531,AMAN030976,AMAN030976,3.59074485331516,0.834,0.166,0
SEBI1531,SEBI1531,AMAN030977,AMAN030977,20,1,0,0
SEBI1531,SEBI1531,AMAN030978,AMAN030978,20,1,0,0
SEBI1531,SEBI1531,AMAN030979,AMAN030979,20,1,0,0
SEBI1531,SEBI1531,AMAN030980,AMAN030980,20,1,0,0
SEBI1531,SEBI1531,AMAN030981,AMAN030981,5.608232280044,0.959,0.041,0
SEBI1531,SEBI1531,AMAN030983,AMAN030983,20,1,0,0
SEBI1531,SEBI1531,AMAN030984,AMAN030984,20,1,0,0
SEBI1531,SEBI1531,AMAN030985,AMAN030985,20,1,0,0
SEBI1531,SEBI1531,AMAN030986,AMAN030986,20,1,0,0
SEBI1531,SEBI1531,AMAN030987,AMAN030987,20,1,0,0
SEBI1531,SEBI1531,AMAN030988,AMAN030988,20,1,0,0
SEBI1531,SEBI1531,AMAN030989,AMAN030989,20,1,0,0
SEBI1531,SEBI1531,AMAN030990,AMAN030990,20,1,0,0
SEBI1531,SEBI1531,AMAN030991,AMAN030991,20,1,0,0
SEBI1531,SEBI1531,AMAN030992,AMAN030992,20,1,0,0
SEBI1531,SEBI1531,AMAN030993,AMAN030993,20,1,0,0
SEBI1531,SEBI1531,AMAN030994,AMAN030994,20,1,0,0
SEBI1531,SEBI1531,AMAN030995,AMAN030995,20,1,0,0
SEBI1531,SEBI1531,AMAN030996,AMAN030996,20,1,0,0
SEBI1531,SEBI1531,AMAN030997,AMAN030997,20,1,0,0
SEBI1531,SEBI1531,AMAN030998,AMAN030998,20,1,0,0
SEBI1531,SEBI1531,AMAN030999,AMAN030999,20,1,0,0
SEBI1531,SEBI1531,DILE6071,DILE6071,20,1,0,0
SEBI1531,SEBI1531,DILE6072,DILE6072,20,1,0,0
SEBI1531,SEBI1531,DILE6074,DILE6074,20,1,0,0
SEBI1531,SEBI1531,DILE6076,DILE6076,1.77843221146159,0.417,0.583,0
SEBI1531,SEBI1531,DILE6078,DILE6078,1.96296926905503,0.487,0.513,0
SEBI1531,SEBI1531,DILE6079,DILE6079,2.83135796444116,0.719,0.281,0
SEBI1531,SEBI1531,DILE6081,DILE6081,1.96296926905503,0.487,0.513,0
SEBI1531,SEBI1531,DILE6082,DILE6082,2.17136841831198,0.556,0.444,0
SEBI1531,SEBI1531,DILE6083,DILE6083,3.08926733809709,0.765,0.235,0
SEBI1531,SEBI1531,DILE6084,DILE6084,3.08926733809709,0.765,0.235,0
SEBI1531,SEBI1531,DILE6085,DILE6085,20,1,0,0
SEBI1531,SEBI1531,DILE6086,DILE6086,6.21089678249862,0.973,0.027,0
SEBI1531,SEBI1531,DILE6087,DILE6087,20,1,0,0
SEBI1531,SEBI1531,DILE6090,DILE6090,20,1,0,0
SEBI1531,SEBI1531,DILE6091,DILE6091,20,1,0,0
SEBI1531,SEBI1531,DILE6092,DILE6092,20,1,0,0
SEBI1531,SEBI1531,DILE6093,DILE6093,20,1,0,0
SEBI1531,SEBI1531,DILE6094,DILE6094,1.61705613043101,0.348,0.652,0
SEBI1531,SEBI1531,DILE6095,DILE6095,2.71311885221184,0.695,0.305,0
SEBI1531,SEBI1531,DILE6097,DILE6097,3.59074485331516,0.834,0.166,0
SEBI1531,SEBI1531,DILE6098,DILE6098,20,1,0,0
SEBI1531,SEBI1531,DILE6099,DILE6099,20,1,0,0
SEBI1532,SEBI1532,SEBI1533,SEBI1533,1.61705613043101,0.348,0.652,0
SEBI1532,SEBI1532,SEBI1534,SEBI1534,2.71311885221184,0.695,0.305,0
SEBI1532,SEBI1532,SEBI1535,SEBI1535,1.3382504001893,0.209,0.791,0
SEBI1532,SEBI1532,SEBI1536,SEBI1536,20,1,0,0
SEBI1532,SEBI1532,SEBI1537,SEBI1537,4.38082178394093,0.904,0.096,0
SEBI1532,SEBI1532,SEBI1538,SEBI1538,2.41888982477445,0.626,0.374,0
SEBI1532,SEBI1532,SEBI1539,SEBI1539,20,1,0,0
SEBI1532,SEBI1532,SEBI1540,SEBI1540,20,1,0,0
SEBI1532,SEBI1532,SEBI1541,SEBI1541,2.41888982477445,0.626,0.374,0
SEBI1532,SEBI1532,SEBI1542,SEBI1542,1.96296926905503,0.487,0.513,0
SEBI1532,SEBI1532,SEBI1543,SEBI1543,3.59074485331516,0.834,0.166,0
SEBI1532,SEBI1532,SEBI1544,SEBI1544,2.17136841831198,0.556,0.444,0
SEBI1532,SEBI1532,SEBI1545,SEBI1545,1.96296926905503,0.487,0.513,0
SEBI1532,SEBI1532,SEBI1546,SEBI1546,3.59074485331516,0.834,0.166,0
SEBI1532,SEBI1532,SEBI1547,SEBI1547,20,1,0,0
SEBI1532,SEBI1532,SEBI1548,SEBI1548,1.3382504001893,0.209,0.791,0
SEBI1532,SEBI1532,SEBI1549,SEBI1549,1.96296926905503,0.487,0.513,0
SEBI1532,SEBI1532,SEBI1550,SEBI1550,2.71311885221184,0.695,0.305,0
SEBI1532,SEBI1532,SEBI1551,SEBI1551,3.59074485331516,0.834,0.166,0
SEBI1532,SEBI1532,SEBI1552,SEBI1552,2.17136841831198,0.556,0.444,0
SEBI1532,SEBI1532,SEBI1553,SEBI1553,3.08926733809709,0.765,0.235,0
SEBI1532,SEBI1532,SEBI1554,SEBI1554,6.21089678249862,0.973,0.027,0
SEBI1532,SEBI1532,SEBI1555,SEBI1555,2.71311885221184,0.695,0.305,0
SEBI1532,SEBI1532,SEBI1556,SEBI1556,20,1,0,0
SEBI1532,SEBI1532,SEBI1557,SEBI1557,3.08926733809709,0.765,0.235,0
SEBI1532,SEBI1532,SEBI1558,SEBI1558,20,1,0,0
SEBI1532,SEBI1532,SEBI1559,SEBI1559,2.71311885221184,0.695,0.305,0
SEBI1532,SEBI1532,SEBI1560,SEBI1560,1.77843221146159,0.417,0.583,0
SEBI1532,SEBI1532,SEBI1561,SEBI1561,4.38082178394093,0.904,0.096,0
SEBI1532,SEBI1532,SEBI1562,SEBI1562,20,1,0,0
SEBI1532,SEBI1532,SEBI1564,SEBI1564,2.17136841831198,0.556,0.444,0
SEBI1532,SEBI1532,SEBI1565,SEBI1565,2.71311885221184,0.695,0.305,0
SEBI1532,SEBI1532,SEBI1566,SEBI1566,2.71311885221184,0.695,0.305,0
SEBI1532,SEBI1532,SEBI1567,SEBI1567,5.18442457113743,0.945,0.055,0
SEBI1532,SEBI1532,SEBI1568,SEBI1568,2.41888982477445,0.626,0.374,0
SEBI1532,SEBI1532,SEBI1569,SEBI1569,3.59074485331516,0.834,0.166,0
SEBI1532,SEBI1532,SEBI1570,SEBI1570,2.12029423371771,0.54,0.46,0
SEBI1532,SEBI1532,SEBI1571,SEBI1571,4.21089678249862,0.892,0.108,0
SEBI1532,SEBI1532,SEBI1572,SEBI1572,2.41888982477445,0.626,0.374,0
SEBI1532,SEBI1532,SEBI1573,SEBI1573,20,1,0,0
SEBI1532,SEBI1532,SEBI1574,SEBI1574,3.59074485331516,0.834,0.166,0
SEBI1532,SEBI1532,SEBI1575,SEBI1575,1.3382504001893,0.209,0.791,0
SEBI1532,SEBI1532,SEBI1576,SEBI1576,1,0,1,0
SEBI1532,SEBI1532,SEBI1577,SEBI1577,1.46992925777492,0.278,0.722,0
SEBI1532,SEBI1532,SEBI1578,SEBI1578,20,1,0,0
SEBI1532,SEBI1532,SEBI1579,SEBI1579,2.17136841831198,0.556,0.444,0
SEBI1532,SEBI1532,SEBI1580,SEBI1580,2.71311885221184,0.695,0.305,0
SEBI1532,SEBI1532,SEBI1581,SEBI1581,2.71311885221184,0.695,0.305,0
SEBI1532,SEBI1532,SEBI1582,SEBI1582,3.08926733809709,0.765,0.235,0
SEBI1532,SEBI1532,SEBI1583,SEBI1583,2.41888982477445,0.626,0.374,0
SEBI1532,SEBI1532,SEBI1584,SEBI1584,2.71311885221184,0.695,0.305,0
SEBI1532,SEBI1532,SEBI1585,SEBI1585,20,1,0,0
SEBI1532,SEBI1532,SEBI1586,SEBI1586,4.38082178394093,0.904,0.096,0
SEBI1532,SEBI1532,SEBI1587,SEBI1587,1.21591485726524,0.139,0.861,0
SEBI1532,SEBI1532,SEBI1588,SEBI1588,20,1,0,0
SEBI1532,SEBI1532,SEBI1589,SEBI1589,1.61705613043101,0.348,0.652,0
SEBI1532,SEBI1532,SEBI1590,SEBI1590,1.61705613043101,0.348,0.652,0
SEBI1532,SEBI1532,SEBI1591,SEBI1591,4.38082178394093,0.904,0.096,0
SEBI1532,SEBI1532,SEBI1592,SEBI1592,3.59074485331516,0.834,0.166,0
SEBI1532,SEBI1532,SILR5500,SILR5500,1.85464861442738,0.447,0.553,0
SEBI1532,SEBI1532,SILR5501,SILR5501,1.85464861442738,0.447,0.553,0
SEBI1532,SEBI1532,SILR5502,SILR5502,1.96296926905503,0.487,0.513,0
SEBI1532,SEBI1532,SILR5503,SILR5503,1.85464861442738,0.447,0.553,0
SEBI1532,SEBI1532,SILR5504,SILR5504,3.30757280191029,0.798,0.202,0
SEBI1532,SEBI1532,SILR5505,SILR5505,1.77843221146159,0.417,0.583,0
SEBI1532,SEBI1532,SILR5506,SILR5506,1.92412513302487,0.473,0.527,0
SEBI1532,SEBI1532,SILR5507,SILR5507,3.01741705307741,0.753,0.247,0
SEBI1532,SEBI1532,SILR5508,SILR5508,20,1,0,0
SEBI1532,SEBI1532,SILR5510,SILR5510,1.96296926905503,0.487,0.513,0
SEBI1532,SEBI1532,SILR5511,SILR5511,20,1,0,0
SEBI1532,SEBI1532,SILR5513,SILR5513,4.38082178394093,0.904,0.096,0
SEBI1532,SEBI1532,SILR5514,SILR5514,1.46992925777492,0.278,0.722,0
SEBI1532,SEBI1532,SILR5515,SILR5515,20,1,0,0
SEBI1532,SEBI1532,SILR5516,SILR5516,1.84684321193858,0.444,0.556,0
SEBI1532,SEBI1532,SILR5517,SILR5517,20,1,0,0
SEBI1532,SEBI1532,SILR5518,SILR5518,1.96296926905503,0.487,0.513,0
SEBI1532,SEBI1532,SILR5519,SILR5519,3.94341647163363,0.87,0.13,0
SEBI1532,SEBI1532,SILR5520,SILR5520,1.46992925777492,0.278,0.722,0
SEBI1532,SEBI1532,SILR5521,SILR5521,1.46992925777492,0.278,0.722,0
SEBI1532,SEBI1532,SNDI071887,SNDI071887,3.59074485331516,0.834,0.166,0
SEBI1532,SEBI1532,SNDI071888,SNDI071888,20,1,0,0
SEBI1532,SEBI1532,SNDI071889,SNDI071889,20,1,0,0
SEBI1532,SEBI1532,SNDI071891,SNDI071891,20,1,0,0
SEBI1532,SEBI1532,SNDI071892,SNDI071892,20,1,0,0
SEBI1532,SEBI1532,SNDI071893,SNDI071893,2.71311885221184,0.695,0.305,0
SEBI1532,SEBI1532,SNDI071894,SNDI071894,3.59074485331516,0.834,0.166,0
SEBI1532,SEBI1532,SNDI071895,SNDI071895,20,1,0,0
SEBI1532,SEBI1532,SNDI071896,SNDI071896,2.71311885221184,0.695,0.305,0
SEBI1532,SEBI1532,SNDI071897,SNDI071897,2.41888982477445,0.626,0.374,0
SEBI1532,SEBI1532,SNDI071898,SNDI071898,2.25153876699596,0.58,0.42,0
SEBI1532,SEBI1532,SNDI071899,SNDI071899,4.38082178394093,0.904,0.096,0
SEBI1532,SEBI1532,SNDI071900,SNDI071900,1.81603716515741,0.432,0.568,0
SEBI1532,SEBI1532,SNDI071901,SNDI071901,6.21089678249862,0.973,0.027,0
SEBI1532,SEBI1532,SNDI071902,SNDI071902,1.96296926905503,0.487,0.513,0
SEBI1532,SEBI1532,SNDI071903,SNDI071903,2.17136841831198,0.556,0.444,0
SEBI1532,SEBI1532,SNDI071904,SNDI071904,20,1,0,0
SEBI1532,SEBI1532,SNDI071905,SNDI071905,2.17136841831198,0.556,0.444,0
SEBI1532,SEBI1532,SNDI071906,SNDI071906,1.61705613043101,0.348,0.652,0
SEBI1532,SEBI1532,SNDI071907,SNDI071907,3.30757280191029,0.798,0.202,0
SEBI1532,SEBI1532,SNDI071908,SNDI071908,1.63710935733414,0.357,0.643,0
SEBI1532,SEBI1532,SNDI071909,SNDI071909,2.41888982477445,0.626,0.374,0
SEBI1532,SEBI1532,SNDI071910,SNDI071910,1.46992925777492,0.278,0.722,0
SEBI1532,SEBI1532,TGSH4238,TGSH4238,20,1,0,0
SEBI1532,SEBI1532,TGSH4239,TGSH4239,3.94341647163363,0.87,0.13,0
SEBI1532,SEBI1532,TGSH4240,TGSH4240,20,1,0,0
SEBI1532,SEBI1532,TGSH4241,TGSH4241,20,1,0,0
SEBI1532,SEBI1532,TGSH4242,TGSH4242,20,1,0,0
SEBI1532,SEBI1532,TGSH4243,TGSH4243,20,1,0,0
SEBI1532,SEBI1532,TGSH4244,TGSH4244,4.38082178394093,0.904,0.096,0
SEBI1532,SEBI1532,TGSH4245,TGSH4245,20,1,0,0
SEBI1532,SEBI1532,TGSH4246,TGSH4246,20,1,0,0
SEBI1532,SEBI1532,TGSH4247,TGSH4247,2.71311885221184,0.695,0.305,0
SEBI1532,SEBI1532,TGSH4248,TGSH4248,6.32192809488736,0.975,0.025,0
SEBI1532,SEBI1532,TGSH4249,TGSH4249,20,1,0,0
SEBI1532,SEBI1532,TGSH4250,TGSH4250,4.38082178394093,0.904,0.096,0
SEBI1532,SEBI1532,TGSH4251,TGSH4251,20,1,0,0
SEBI1532,SEBI1532,TGSH4252,TGSH4252,20,1,0,0
SEBI1532,SEBI1532,TGSH4253,TGSH4253,6.21089678249862,0.973,0.027,0
SEBI1532,SEBI1532,TGSH4254,TGSH4254,1.84684321193858,0.444,0.556,0
SEBI1532,SEBI1532,TGSH4255,TGSH4255,20,1,0,0
SEBI1532,SEBI1532,TGSH4256,TGSH4256,2.17136841831198,0.556,0.444,0
SEBI1532,SEBI1532,TGSH4257,TGSH4257,2.17136841831198,0.556,0.444,0
SEBI1532,SEBI1532,TGSH4258,TGSH4258,20,1,0,0
SEBI1532,SEBI1532,TGYE3689,TGYE3689,1.77843221146159,0.417,0.583,0
SEBI1532,SEBI1532,TGYE3690,TGYE3690,20,1,0,0
SEBI1532,SEBI1532,TGYE3691,TGYE3691,20,1,0,0
SEBI1532,SEBI1532,TGYE3692,TGYE3692,20,1,0,0
SEBI1532,SEBI1532,TGYE3693,TGYE3693,3.59074485331516,0.834,0.166,0
SEBI1532,SEBI1532,TGYE3694,TGYE3694,6.21089678249862,0.973,0.027,0
SEBI1532,SEBI1532,TGYE3695,TGYE3695,2.71311885221184,0.695,0.305,0
SEBI1532,SEBI1532,TGYE3696,TGYE3696,1.96296926905503,0.487,0.513,0
SEBI1532,SEBI1532,TGYE3697,TGYE3697,1.3382504001893,0.209,0.791,0
SEBI1532,SEBI1532,TGYE3698,TGYE3698,2.17136841831198,0.556,0.444,0
SEBI1532,SEBI1532,TGYE3699,TGYE3699,4.38082178394093,0.904,0.096,0
SEBI1532,SEBI1532,TGYE3700,TGYE3700,20,1,0,0
SEBI1532,SEBI1532,TGYE3701,TGYE3701,20,1,0,0
SEBI1532,SEBI1532,TGYE3702,TGYE3702,6.21089678249862,0.973,0.027,0
SEBI1532,SEBI1532,TGYE3703,TGYE3703,20,1,0,0
SEBI1532,SEBI1532,TGYE3704,TGYE3704,4.38082178394093,0.904,0.096,0
SEBI1532,SEBI1532,TGYE3705,TGYE3705,20,1,0,0
SEBI1532,SEBI1532,TGYE3706,TGYE3706,20,1,0,0
SEBI1532,SEBI1532,TGYE3707,TGYE3707,20,1,0,0
SEBI1532,SEBI1532,TGYE3708,TGYE3708,6.21089678249862,0.973,0.027,0
SEBI1532,SEBI1532,TGYE3709,TGYE3709,2.41888982477445,0.626,0.374,0
SEBI1532,SEBI1532,TGYE3710,TGYE3710,20,1,0,0
SEBI1532,SEBI1532,AMAN030929,AMAN030929,20,1,0,0
SEBI1532,SEBI1532,AMAN030931,AMAN030931,5.57346686188333,0.958,0.042,0
SEBI1532,SEBI1532,AMAN030932,AMAN030932,20,1,0,0
SEBI1532,SEBI1532,AMAN030933,AMAN030933,3.59074485331516,0.834,0.166,0
SEBI1532,SEBI1532,AMAN030934,AMAN030934,3.59074485331516,0.834,0.166,0
SEBI1532,SEBI1532,AMAN030935,AMAN030935,2.66657626627481,0.685,0.315,0
SEBI1532,SEBI1532,AMAN030936,AMAN030936,2.17136841831198,0.556,0.444,0
SEBI1532,SEBI1532,AMAN030937,AMAN030937,2.71311885221184,0.695,0.305,0
SEBI1532,SEBI1532,AMAN030938,AMAN030938,20,1,0,0
SEBI1532,SEBI1532,AMAN030939,AMAN030939,20,1,0,0
SEBI1532,SEBI1532,AMAN030940,AMAN030940,20,1,0,0
SEBI1532,SEBI1532,AMAN030941,AMAN030941,20,1,0,0
SEBI1532,SEBI1532,AMAN030942,AMAN030942,20,1,0,0
SEBI1532,SEBI1532,AMAN030943,AMAN030943,5.68038206579984,0.961,0.039,0
SEBI1532,SEBI1532,AMAN030944,AMAN030944,1.96296926905503,0.487,0.513,0
SEBI1532,SEBI1532,AMAN030945,AMAN030945,20,1,0,0
SEBI1532,SEBI1532,AMAN030946,AMAN030946,2.17136841831198,0.556,0.444,0
SEBI1532,SEBI1532,AMAN030947,AMAN030947,3.08926733809709,0.765,0.235,0
SEBI1532,SEBI1532,AMAN030948,AMAN030948,4.38082178394093,0.904,0.096,0
SEBI1532,SEBI1532,AMAN030949,AMAN030949,4.38082178394093,0.904,0.096,0
